# === Skript's variable storage ===
# Please do not modify this file manually!
#
# version: 2.6.4

acopper.name, string, 8018C2A7375BC2A761E29C94204162696C697461746FC2A7375D
blocksbuild::<player>::placed::cracked_polished_blackstone_bricks, long, 0000000000000000
blocksbuild::<player>::placed::cracked_stone_bricks, long, 0000000000000000
blocksbuild::<player>::placed::crimson_door, long, 0000000000000000
blocksbuild::<player>::placed::crimson_fence, long, 0000000000000000
blocksbuild::<player>::placed::crimson_fence_gate, long, 0000000000000000
blocksbuild::<player>::placed::crimson_planks, long, 0000000000000000
blocksbuild::<player>::placed::crimson_slab, long, 0000000000000000
blocksbuild::<player>::placed::crimson_stairs, long, 0000000000000000
blocksbuild::<player>::placed::crimson_stem, long, 0000000000000000
blocksbuild::<player>::placed::crimson_trapdoor, long, 0000000000000000
blocksbuild::<player>::placed::cut_red_sandstone, long, 0000000000000000
blocksbuild::<player>::placed::cut_red_sandstone_slab, long, 0000000000000000
blocksbuild::<player>::placed::cut_sandstone, long, 0000000000000000
blocksbuild::<player>::placed::cut_sandstone_slab, long, 0000000000000000
blocksbuild::<player>::placed::dark_oak_door, long, 0000000000000000
blocksbuild::<player>::placed::dark_oak_fence, long, 0000000000000000
blocksbuild::<player>::placed::dark_oak_fence_gate, long, 0000000000000000
blocksbuild::<player>::placed::dark_oak_log, long, 0000000000000000
blocksbuild::<player>::placed::dark_oak_planks, long, 0000000000000000
blocksbuild::<player>::placed::dark_oak_slab, long, 0000000000000000
blocksbuild::<player>::placed::dark_oak_stairs, long, 0000000000000000
blocksbuild::<player>::placed::dark_oak_trapdoor, long, 0000000000000000
blocksbuild::<player>::placed::dark_prismarine, long, 0000000000000000
blocksbuild::<player>::placed::dark_prismarine_slab, long, 0000000000000000
blocksbuild::<player>::placed::dark_prismarine_stairs, long, 0000000000000000
blocksbuild::<player>::placed::deepslate, long, 0000000000000000
blocksbuild::<player>::placed::deepslate_brick_slab, long, 0000000000000000
blocksbuild::<player>::placed::deepslate_brick_stairs, long, 0000000000000000
blocksbuild::<player>::placed::deepslate_brick_wall, long, 0000000000000000
blocksbuild::<player>::placed::deepslate_bricks, long, 0000000000000000
blocksbuild::<player>::placed::deepslate_tile_slab, long, 0000000000000000
blocksbuild::<player>::placed::deepslate_tile_stairs, long, 0000000000000000
blocksbuild::<player>::placed::deepslate_tile_wall, long, 0000000000000000
blocksbuild::<player>::placed::deepslate_tiles, long, 0000000000000000
blocksbuild::<player>::placed::diorite, long, 0000000000000000
blocksbuild::<player>::placed::diorite_slab, long, 0000000000000000
blocksbuild::<player>::placed::diorite_stairs, long, 0000000000000000
blocksbuild::<player>::placed::diorite_wall, long, 0000000000000000
blocksbuild::<player>::placed::end_stone, long, 0000000000000000
blocksbuild::<player>::placed::end_stone_brick_slab, long, 0000000000000000
blocksbuild::<player>::placed::end_stone_brick_stairs, long, 0000000000000000
blocksbuild::<player>::placed::end_stone_brick_wall, long, 0000000000000000
blocksbuild::<player>::placed::end_stone_bricks, long, 0000000000000000
blocksbuild::<player>::placed::gilded_blackstone, long, 0000000000000000
blocksbuild::<player>::placed::granite, long, 0000000000000000
blocksbuild::<player>::placed::granite_slab, long, 0000000000000000
blocksbuild::<player>::placed::granite_stairs, long, 0000000000000000
blocksbuild::<player>::placed::granite_wall, long, 0000000000000000
blocksbuild::<player>::placed::honey_block, long, 0000000000000000
blocksbuild::<player>::placed::iron_bars, long, 0000000000000000
blocksbuild::<player>::placed::jungle_door, long, 0000000000000000
blocksbuild::<player>::placed::jungle_fence, long, 0000000000000000
blocksbuild::<player>::placed::jungle_fence_gate, long, 0000000000000000
blocksbuild::<player>::placed::jungle_log, long, 0000000000000000
blocksbuild::<player>::placed::jungle_planks, long, 0000000000000000
blocksbuild::<player>::placed::jungle_slab, long, 0000000000000000
blocksbuild::<player>::placed::jungle_stairs, long, 0000000000000000
blocksbuild::<player>::placed::jungle_trapdoor, long, 0000000000000000
blocksbuild::<player>::placed::mangrove_door, long, 0000000000000000
blocksbuild::<player>::placed::mangrove_fence, long, 0000000000000000
blocksbuild::<player>::placed::mangrove_fence_gate, long, 0000000000000000
blocksbuild::<player>::placed::mangrove_log, long, 0000000000000000
blocksbuild::<player>::placed::mangrove_planks, long, 0000000000000000
blocksbuild::<player>::placed::mangrove_slab, long, 0000000000000000
blocksbuild::<player>::placed::mangrove_stairs, long, 0000000000000000
blocksbuild::<player>::placed::mangrove_trapdoor, long, 0000000000000000
blocksbuild::<player>::placed::mossy_cobblestone, long, 0000000000000000
blocksbuild::<player>::placed::mossy_cobblestone_slab, long, 0000000000000000
blocksbuild::<player>::placed::mossy_cobblestone_stairs, long, 0000000000000000
blocksbuild::<player>::placed::mossy_cobblestone_wall, long, 0000000000000000
blocksbuild::<player>::placed::mossy_stone_brick_slab, long, 0000000000000000
blocksbuild::<player>::placed::mossy_stone_brick_stairs, long, 0000000000000000
blocksbuild::<player>::placed::mossy_stone_brick_wall, long, 0000000000000000
blocksbuild::<player>::placed::mossy_stone_bricks, long, 0000000000000000
blocksbuild::<player>::placed::mud, long, 0000000000000000
blocksbuild::<player>::placed::mud_brick_slab, long, 0000000000000000
blocksbuild::<player>::placed::mud_brick_stairs, long, 0000000000000000
blocksbuild::<player>::placed::mud_brick_wall, long, 0000000000000000
blocksbuild::<player>::placed::mud_bricks, long, 0000000000000000
blocksbuild::<player>::placed::muddy_mangrove_roots, long, 0000000000000000
blocksbuild::<player>::placed::nether_brick_fence, long, 0000000000000000
blocksbuild::<player>::placed::nether_brick_slab, long, 0000000000000000
blocksbuild::<player>::placed::nether_brick_stairs, long, 0000000000000000
blocksbuild::<player>::placed::nether_brick_wall, long, 0000000000000000
blocksbuild::<player>::placed::nether_bricks, long, 0000000000000000
blocksbuild::<player>::placed::netherrack, long, 0000000000000000
blocksbuild::<player>::placed::oak_door, long, 0000000000000000
blocksbuild::<player>::placed::oak_fence, long, 0000000000000000
blocksbuild::<player>::placed::oak_fence_gate, long, 0000000000000000
blocksbuild::<player>::placed::oak_log, long, 0000000000000000
blocksbuild::<player>::placed::oak_planks, long, 0000000000000000
blocksbuild::<player>::placed::oak_slab, long, 0000000000000000
blocksbuild::<player>::placed::oak_stairs, long, 0000000000000000
blocksbuild::<player>::placed::oak_trapdoor, long, 0000000000000000
blocksbuild::<player>::placed::packed_mud, long, 0000000000000000
blocksbuild::<player>::placed::polished_andesite, long, 0000000000000000
blocksbuild::<player>::placed::polished_andesite_slab, long, 0000000000000000
blocksbuild::<player>::placed::polished_andesite_stairs, long, 0000000000000000
blocksbuild::<player>::placed::polished_basalt, long, 0000000000000000
blocksbuild::<player>::placed::polished_blackstone, long, 0000000000000000
blocksbuild::<player>::placed::polished_blackstone_brick_slab, long, 0000000000000000
blocksbuild::<player>::placed::polished_blackstone_brick_stairs, long, 0000000000000000
blocksbuild::<player>::placed::polished_blackstone_brick_wall, long, 0000000000000000
blocksbuild::<player>::placed::polished_blackstone_bricks, long, 0000000000000000
blocksbuild::<player>::placed::polished_blackstone_slab, long, 0000000000000000
blocksbuild::<player>::placed::polished_blackstone_stairs, long, 0000000000000000
blocksbuild::<player>::placed::polished_blackstone_wall, long, 0000000000000000
blocksbuild::<player>::placed::polished_deepslate, long, 0000000000000000
blocksbuild::<player>::placed::polished_deepslate_slab, long, 0000000000000000
blocksbuild::<player>::placed::polished_deepslate_stairs, long, 0000000000000000
blocksbuild::<player>::placed::polished_deepslate_wall, long, 0000000000000000
blocksbuild::<player>::placed::polished_diorite, long, 0000000000000000
blocksbuild::<player>::placed::polished_diorite_slab, long, 0000000000000000
blocksbuild::<player>::placed::polished_diorite_stairs, long, 0000000000000000
blocksbuild::<player>::placed::polished_granite, long, 0000000000000000
blocksbuild::<player>::placed::polished_granite_slab, long, 0000000000000000
blocksbuild::<player>::placed::polished_granite_stairs, long, 0000000000000000
blocksbuild::<player>::placed::prismarine, long, 0000000000000000
blocksbuild::<player>::placed::prismarine_brick_slab, long, 0000000000000000
blocksbuild::<player>::placed::prismarine_brick_stairs, long, 0000000000000000
blocksbuild::<player>::placed::prismarine_bricks, long, 0000000000000000
blocksbuild::<player>::placed::prismarine_slab, long, 0000000000000000
blocksbuild::<player>::placed::prismarine_stairs, long, 0000000000000000
blocksbuild::<player>::placed::prismarine_wall, long, 0000000000000000
blocksbuild::<player>::placed::purpur_block, long, 0000000000000000
blocksbuild::<player>::placed::purpur_pillar, long, 0000000000000000
blocksbuild::<player>::placed::purpur_slab, long, 0000000000000000
blocksbuild::<player>::placed::purpur_stairs, long, 0000000000000000
blocksbuild::<player>::placed::quartz_block, long, 0000000000000000
blocksbuild::<player>::placed::quartz_bricks, long, 0000000000000000
blocksbuild::<player>::placed::quartz_pillar, long, 0000000000000000
blocksbuild::<player>::placed::quartz_slab, long, 0000000000000000
blocksbuild::<player>::placed::quartz_stairs, long, 0000000000000000
blocksbuild::<player>::placed::red_nether_brick_slab, long, 0000000000000000
blocksbuild::<player>::placed::red_nether_brick_stairs, long, 0000000000000000
blocksbuild::<player>::placed::red_nether_brick_wall, long, 0000000000000000
blocksbuild::<player>::placed::red_nether_bricks, long, 0000000000000000
blocksbuild::<player>::placed::red_sandstone, long, 0000000000000000
blocksbuild::<player>::placed::red_sandstone_slab, long, 0000000000000000
blocksbuild::<player>::placed::red_sandstone_stairs, long, 0000000000000000
blocksbuild::<player>::placed::red_sandstone_wall, long, 0000000000000000
blocksbuild::<player>::placed::reinforced_deepslate, long, 0000000000000000
blocksbuild::<player>::placed::sandstone, long, 0000000000000000
blocksbuild::<player>::placed::sandstone_slab, long, 0000000000000000
blocksbuild::<player>::placed::sandstone_stairs, long, 0000000000000000
blocksbuild::<player>::placed::sandstone_wall, long, 0000000000000000
blocksbuild::<player>::placed::slime_block, long, 0000000000000000
blocksbuild::<player>::placed::smooth_basalt, long, 0000000000000000
blocksbuild::<player>::placed::smooth_quartz, long, 0000000000000000
blocksbuild::<player>::placed::smooth_quartz_slab, long, 0000000000000000
blocksbuild::<player>::placed::smooth_quartz_stairs, long, 0000000000000000
blocksbuild::<player>::placed::smooth_stone, long, 0000000000000000
blocksbuild::<player>::placed::smooth_stone_slab, long, 0000000000000000
blocksbuild::<player>::placed::spruce_door, long, 0000000000000000
blocksbuild::<player>::placed::spruce_fence, long, 0000000000000000
blocksbuild::<player>::placed::spruce_fence_gate, long, 0000000000000000
blocksbuild::<player>::placed::spruce_log, long, 0000000000000000
blocksbuild::<player>::placed::spruce_planks, long, 0000000000000000
blocksbuild::<player>::placed::spruce_slab, long, 0000000000000000
blocksbuild::<player>::placed::spruce_stairs, long, 0000000000000000
blocksbuild::<player>::placed::spruce_trapdoor, long, 0000000000000000
blocksbuild::<player>::placed::stone, long, 0000000000000000
blocksbuild::<player>::placed::stone_brick_slab, long, 0000000000000000
blocksbuild::<player>::placed::stone_brick_stairs, long, 0000000000000000
blocksbuild::<player>::placed::stone_brick_wall, long, 0000000000000000
blocksbuild::<player>::placed::stone_bricks, long, 0000000000000000
blocksbuild::<player>::placed::stone_slab, long, 0000000000000000
blocksbuild::<player>::placed::stone_stairs, long, 0000000000000000
blocksbuild::<player>::placed::stripped_acacia_log, long, 0000000000000000
blocksbuild::<player>::placed::stripped_birch_log, long, 0000000000000000
blocksbuild::<player>::placed::stripped_crimson_stem, long, 0000000000000000
blocksbuild::<player>::placed::stripped_dark_oak_log, long, 0000000000000000
blocksbuild::<player>::placed::stripped_jungle_log, long, 0000000000000000
blocksbuild::<player>::placed::stripped_mangrove_log, long, 0000000000000000
blocksbuild::<player>::placed::stripped_oak_log, long, 0000000000000000
blocksbuild::<player>::placed::stripped_spruce_log, long, 0000000000000000
blocksbuild::<player>::placed::stripped_warped_stem, long, 0000000000000000
blocksbuild::<player>::placed::tuff, long, 0000000000000000
blocksbuild::<player>::placed::warped_door, long, 0000000000000000
blocksbuild::<player>::placed::warped_fence, long, 0000000000000000
blocksbuild::<player>::placed::warped_fence_gate, long, 0000000000000000
blocksbuild::<player>::placed::warped_planks, long, 0000000000000000
blocksbuild::<player>::placed::warped_slab, long, 0000000000000000
blocksbuild::<player>::placed::warped_stairs, long, 0000000000000000
blocksbuild::<player>::placed::warped_stem, long, 0000000000000000
blocksbuild::<player>::placed::warped_trapdoor, long, 0000000000000000
blocksbuild::<player>::polished_andesite, long, 0000000000000000
blocksbuild::<player>::polished_andesite_slab, long, 0000000000000000
blocksbuild::<player>::polished_andesite_stairs, long, 0000000000000000
blocksbuild::<player>::polished_basalt, long, 0000000000000000
blocksbuild::<player>::polished_blackstone, long, 0000000000000000
blocksbuild::<player>::polished_blackstone_brick_slab, long, 0000000000000000
blocksbuild::<player>::polished_blackstone_brick_stairs, long, 0000000000000000
blocksbuild::<player>::polished_blackstone_brick_wall, long, 0000000000000000
blocksbuild::<player>::polished_blackstone_bricks, long, 0000000000000000
blocksbuild::<player>::polished_blackstone_slab, long, 0000000000000000
blocksbuild::<player>::polished_blackstone_stairs, long, 0000000000000000
blocksbuild::<player>::polished_blackstone_wall, long, 0000000000000000
blocksbuild::<player>::polished_deepslate, long, 0000000000000000
blocksbuild::<player>::polished_deepslate_slab, long, 0000000000000000
blocksbuild::<player>::polished_deepslate_stairs, long, 0000000000000000
blocksbuild::<player>::polished_deepslate_wall, long, 0000000000000000
blocksbuild::<player>::polished_diorite, long, 0000000000000000
blocksbuild::<player>::polished_diorite_slab, long, 0000000000000000
blocksbuild::<player>::polished_diorite_stairs, long, 0000000000000000
blocksbuild::<player>::polished_granite, long, 0000000000000000
blocksbuild::<player>::polished_granite_slab, long, 0000000000000000
blocksbuild::<player>::polished_granite_stairs, long, 0000000000000000
blocksbuild::<player>::prismarine, long, 0000000000000000
blocksbuild::<player>::prismarine_brick_slab, long, 0000000000000000
blocksbuild::<player>::prismarine_brick_stairs, long, 0000000000000000
blocksbuild::<player>::prismarine_bricks, long, 0000000000000000
blocksbuild::<player>::prismarine_slab, long, 0000000000000000
blocksbuild::<player>::prismarine_stairs, long, 0000000000000000
blocksbuild::<player>::prismarine_wall, long, 0000000000000000
blocksbuild::<player>::purpur_block, long, 0000000000000000
blocksbuild::<player>::purpur_pillar, long, 0000000000000000
blocksbuild::<player>::purpur_slab, long, 0000000000000000
blocksbuild::<player>::purpur_stairs, long, 0000000000000000
blocksbuild::<player>::quartz_block, long, 0000000000000000
blocksbuild::<player>::quartz_bricks, long, 0000000000000000
blocksbuild::<player>::quartz_pillar, long, 0000000000000000
blocksbuild::<player>::quartz_slab, long, 0000000000000000
blocksbuild::<player>::quartz_stairs, long, 0000000000000000
blocksbuild::<player>::red_nether_brick_slab, long, 0000000000000000
blocksbuild::<player>::red_nether_brick_stairs, long, 0000000000000000
blocksbuild::<player>::red_nether_brick_wall, long, 0000000000000000
blocksbuild::<player>::red_nether_bricks, long, 0000000000000000
blocksbuild::<player>::red_sandstone, long, 0000000000000000
blocksbuild::<player>::red_sandstone_slab, long, 0000000000000000
blocksbuild::<player>::red_sandstone_stairs, long, 0000000000000000
blocksbuild::<player>::red_sandstone_wall, long, 0000000000000000
blocksbuild::<player>::reinforced_deepslate, long, 0000000000000000
blocksbuild::<player>::sandstone, long, 0000000000000000
blocksbuild::<player>::sandstone_slab, long, 0000000000000000
blocksbuild::<player>::sandstone_stairs, long, 0000000000000000
blocksbuild::<player>::sandstone_wall, long, 0000000000000000
blocksbuild::<player>::slime_block, long, 0000000000000000
blocksbuild::<player>::smooth_basalt, long, 0000000000000000
blocksbuild::<player>::smooth_quartz, long, 0000000000000000
blocksbuild::<player>::smooth_quartz_slab, long, 0000000000000000
blocksbuild::<player>::smooth_quartz_stairs, long, 0000000000000000
blocksbuild::<player>::smooth_stone, long, 0000000000000000
blocksbuild::<player>::smooth_stone_slab, long, 0000000000000000
blocksbuild::<player>::spruce_door, long, 0000000000000000
blocksbuild::<player>::spruce_fence, long, 0000000000000000
blocksbuild::<player>::spruce_fence_gate, long, 0000000000000000
blocksbuild::<player>::spruce_log, long, 0000000000000000
blocksbuild::<player>::spruce_planks, long, 0000000000000000
blocksbuild::<player>::spruce_slab, long, 0000000000000000
blocksbuild::<player>::spruce_stairs, long, 0000000000000000
blocksbuild::<player>::spruce_trapdoor, long, 0000000000000000
blocksbuild::<player>::stone, long, 0000000000000000
blocksbuild::<player>::stone_brick_slab, long, 0000000000000000
blocksbuild::<player>::stone_brick_stairs, long, 0000000000000000
blocksbuild::<player>::stone_brick_wall, long, 0000000000000000
blocksbuild::<player>::stone_bricks, long, 0000000000000000
blocksbuild::<player>::stone_slab, long, 0000000000000000
blocksbuild::<player>::stone_stairs, long, 0000000000000000
blocksbuild::<player>::stripped, long, 0000000000000000
blocksbuild::<player>::stripped::stripped_acacia_log, long, 0000000000000000
blocksbuild::<player>::stripped::stripped_birch_log, long, 0000000000000000
blocksbuild::<player>::stripped::stripped_crimson_stem, long, 0000000000000000
blocksbuild::<player>::stripped::stripped_dark_oak_log, long, 0000000000000000
blocksbuild::<player>::stripped::stripped_jungle_log, long, 0000000000000000
blocksbuild::<player>::stripped::stripped_mangrove_log, long, 0000000000000000
blocksbuild::<player>::stripped::stripped_oak_log, long, 0000000000000000
blocksbuild::<player>::stripped::stripped_spruce_log, long, 0000000000000000
blocksbuild::<player>::stripped::stripped_warped_stem, long, 0000000000000000
blocksbuild::<player>::stripped_acacia_log, long, 0000000000000000
blocksbuild::<player>::stripped_birch_log, long, 0000000000000000
blocksbuild::<player>::stripped_crimson_stem, long, 0000000000000000
blocksbuild::<player>::stripped_dark_oak_log, long, 0000000000000000
blocksbuild::<player>::stripped_jungle_log, long, 0000000000000000
blocksbuild::<player>::stripped_mangrove_log, long, 0000000000000000
blocksbuild::<player>::stripped_oak_log, long, 0000000000000000
blocksbuild::<player>::stripped_spruce_log, long, 0000000000000000
blocksbuild::<player>::stripped_warped_stem, long, 0000000000000000
blocksbuild::<player>::tuff, long, 0000000000000000
blocksbuild::<player>::warped_door, long, 0000000000000000
blocksbuild::<player>::warped_fence, long, 0000000000000000
blocksbuild::<player>::warped_fence_gate, long, 0000000000000000
blocksbuild::<player>::warped_planks, long, 0000000000000000
blocksbuild::<player>::warped_slab, long, 0000000000000000
blocksbuild::<player>::warped_stairs, long, 0000000000000000
blocksbuild::<player>::warped_stem, long, 0000000000000000
blocksbuild::<player>::warped_trapdoor, long, 0000000000000000
blocksbuild::_xedo_, long, 000000000000004E
blocksbuild::_xedo_::broke, long, 00000000000002E0
blocksbuild::_xedo_::broke::andesite, long, 000000000000000E
blocksbuild::_xedo_::broke::birch_log, long, 0000000000000060
blocksbuild::_xedo_::broke::birch_planks, long, 0000000000000001
blocksbuild::_xedo_::broke::cobbled_deepslate, long, 000000000000000C
blocksbuild::_xedo_::broke::cobblestone, long, 0000000000000004
blocksbuild::_xedo_::broke::dark_oak_fence, long, 0000000000000004
blocksbuild::_xedo_::broke::deepslate, long, 000000000000000E
blocksbuild::_xedo_::broke::diorite, long, 0000000000000008
blocksbuild::_xedo_::broke::end_stone, long, 0000000000000001
blocksbuild::_xedo_::broke::nether_brick_stairs, long, 0000000000000001
blocksbuild::_xedo_::broke::nether_bricks, long, 000000000000003A
blocksbuild::_xedo_::broke::netherrack, long, 0000000000000025
blocksbuild::_xedo_::broke::oak_log, long, 000000000000013B
blocksbuild::_xedo_::broke::oak_planks, long, 0000000000000001
blocksbuild::_xedo_::broke::polished_blackstone, long, 0000000000000001
blocksbuild::_xedo_::broke::sandstone_wall, long, 0000000000000001
blocksbuild::_xedo_::broke::smooth_basalt, long, 0000000000000001
blocksbuild::_xedo_::broke::stone, long, 000000000000007D
blocksbuild::_xedo_::broke::stripped_acacia_log, long, 0000000000000001
blocksbuild::_xedo_::broke::stripped_birch_log, long, 0000000000000001
blocksbuild::_xedo_::broke::stripped_dark_oak_log, long, 0000000000000001
blocksbuild::_xedo_::broke::stripped_jungle_log, long, 0000000000000001
blocksbuild::_xedo_::broke::stripped_mangrove_log, long, 0000000000000001
blocksbuild::_xedo_::broke::stripped_oak_log, long, 0000000000000018
blocksbuild::_xedo_::broke::stripped_spruce_log, long, 0000000000000001
blocksbuild::_xedo_::broke::tuff, long, 0000000000000002
blocksbuild::_xedo_::broke::warped_stem, long, 0000000000000008
blocksbuild::_xedo_::oak_log, long, 000000000000000B
blocksbuild::_xedo_::oak_planks, long, 000000000000003E
blocksbuild::_xedo_::stripped, long, 0000000000000027
blocksbuild::_xedo_::stripped::stripped_acacia_log, long, 0000000000000001
blocksbuild::_xedo_::stripped::stripped_birch_log, long, 0000000000000001
blocksbuild::_xedo_::stripped::stripped_dark_oak_log, long, 0000000000000001
blocksbuild::_xedo_::stripped::stripped_jungle_log, long, 0000000000000001
blocksbuild::_xedo_::stripped::stripped_mangrove_log, long, 0000000000000001
blocksbuild::_xedo_::stripped::stripped_oak_log, long, 0000000000000021
blocksbuild::_xedo_::stripped::stripped_spruce_log, long, 0000000000000001
blocksbuild::_xedo_::warped_stem, long, 0000000000000007
blocksbuild::andr3wontilt, long, 000000000000002A
blocksbuild::andr3wontilt::broke, long, 0000000000000004
blocksbuild::andr3wontilt::broke::andesite, long, 0000000000000001
blocksbuild::andr3wontilt::broke::quartz_block, long, 0000000000000002
blocksbuild::andr3wontilt::broke::stone_brick_wall, long, 0000000000000001
blocksbuild::andr3wontilt::oak_planks, long, 000000000000002A
blocksbuild::xedoit, long, 000000000000001F
blocksbuild::xedoit::broke, long, 0000000000000021
blocksbuild::xedoit::broke::cobbled_deepslate, long, 000000000000000C
blocksbuild::xedoit::broke::oak_log, long, 0000000000000001
blocksbuild::xedoit::broke::quartz_block, long, 0000000000000009
blocksbuild::xedoit::broke::stone, long, 0000000000000009
blocksbuild::xedoit::broke::stone_brick_stairs, long, 0000000000000001
blocksbuild::xedoit::broke::stone_bricks, long, 0000000000000001
blocksbuild::xedoit::oak_log, long, 000000000000001F
blockscolor::<player>, long, 0000000000000000
blockscolor::<player>::black_bed, long, 0000000000000000
blockscolor::<player>::black_candle, long, 0000000000000000
blockscolor::<player>::black_carpet, long, 0000000000000000
blockscolor::<player>::black_concrete, long, 0000000000000000
blockscolor::<player>::black_concrete_powder, long, 0000000000000000
blockscolor::<player>::black_glazed_terracotta, long, 0000000000000000
blockscolor::<player>::black_shulker_box, long, 0000000000000000
blockscolor::<player>::black_stained_glass, long, 0000000000000000
blockscolor::<player>::black_stained_glass_pane, long, 0000000000000000
blockscolor::<player>::black_terracotta, long, 0000000000000000
blockscolor::<player>::black_wool, long, 0000000000000000
blockscolor::<player>::blue_bed, long, 0000000000000000
blockscolor::<player>::blue_candle, long, 0000000000000000
blockscolor::<player>::blue_carpet, long, 0000000000000000
blockscolor::<player>::blue_concrete, long, 0000000000000000
blockscolor::<player>::blue_concrete_powder, long, 0000000000000000
blockscolor::<player>::blue_glazed_terracotta, long, 0000000000000000
blockscolor::<player>::blue_shulker_box, long, 0000000000000000
blockscolor::<player>::blue_stained_glass, long, 0000000000000000
blockscolor::<player>::blue_stained_glass_pane, long, 0000000000000000
blockscolor::<player>::blue_terracotta, long, 0000000000000000
blockscolor::<player>::blue_wool, long, 0000000000000000
blockscolor::<player>::broke, long, 0000000000000000
blockscolor::<player>::broke::black_bed, long, 0000000000000000
blockscolor::<player>::broke::black_candle, long, 0000000000000000
blockscolor::<player>::broke::black_carpet, long, 0000000000000000
blockscolor::<player>::broke::black_concrete, long, 0000000000000000
blockscolor::<player>::broke::black_concrete_powder, long, 0000000000000000
blockscolor::<player>::broke::black_glazed_terracotta, long, 0000000000000000
blockscolor::<player>::broke::black_shulker_box, long, 0000000000000000
blockscolor::<player>::broke::black_stained_glass, long, 0000000000000000
blockscolor::<player>::broke::black_stained_glass_pane, long, 0000000000000000
blockscolor::<player>::broke::black_terracotta, long, 0000000000000000
blockscolor::<player>::broke::black_wool, long, 0000000000000000
blockscolor::<player>::broke::blue_bed, long, 0000000000000000
blockscolor::<player>::broke::blue_candle, long, 0000000000000000
blockscolor::<player>::broke::blue_carpet, long, 0000000000000000
blockscolor::<player>::broke::blue_concrete, long, 0000000000000000
blockscolor::<player>::broke::blue_concrete_powder, long, 0000000000000000
blockscolor::<player>::broke::blue_glazed_terracotta, long, 0000000000000000
blockscolor::<player>::broke::blue_shulker_box, long, 0000000000000000
blockscolor::<player>::broke::blue_stained_glass, long, 0000000000000000
blockscolor::<player>::broke::blue_stained_glass_pane, long, 0000000000000000
blockscolor::<player>::broke::blue_terracotta, long, 0000000000000000
blockscolor::<player>::broke::blue_wool, long, 0000000000000000
blockscolor::<player>::broke::brown_bed, long, 0000000000000000
blockscolor::<player>::broke::brown_candle, long, 0000000000000000
blockscolor::<player>::broke::brown_carpet, long, 0000000000000000
blockscolor::<player>::broke::brown_concrete, long, 0000000000000000
blockscolor::<player>::broke::brown_concrete_powder, long, 0000000000000000
blockscolor::<player>::broke::brown_glazed_terracotta, long, 0000000000000000
blockscolor::<player>::broke::brown_shulker_box, long, 0000000000000000
blockscolor::<player>::broke::brown_stained_glass, long, 0000000000000000
blockscolor::<player>::broke::brown_stained_glass_pane, long, 0000000000000000
blockscolor::<player>::broke::brown_terracotta, long, 0000000000000000
blockscolor::<player>::broke::brown_wool, long, 0000000000000000
blockscolor::<player>::broke::candle, long, 0000000000000000
blockscolor::<player>::broke::cyan_bed, long, 0000000000000000
blockscolor::<player>::broke::cyan_candle, long, 0000000000000000
blockscolor::<player>::broke::cyan_carpet, long, 0000000000000000
blockscolor::<player>::broke::cyan_concrete, long, 0000000000000000
blockscolor::<player>::broke::cyan_concrete_powder, long, 0000000000000000
blockscolor::<player>::broke::cyan_glazed_terracotta, long, 0000000000000000
blockscolor::<player>::broke::cyan_shulker_box, long, 0000000000000000
blockscolor::<player>::broke::cyan_stained_glass, long, 0000000000000000
blockscolor::<player>::broke::cyan_stained_glass_pane, long, 0000000000000000
blockscolor::<player>::broke::cyan_terracotta, long, 0000000000000000
blockscolor::<player>::broke::cyan_wool, long, 0000000000000000
blockscolor::<player>::broke::glass, long, 0000000000000000
blockscolor::<player>::broke::glass_pane, long, 0000000000000000
blockscolor::<player>::broke::gray_bed, long, 0000000000000000
blockscolor::<player>::broke::gray_candle, long, 0000000000000000
blockscolor::<player>::broke::gray_carpet, long, 0000000000000000
blockscolor::<player>::broke::gray_concrete, long, 0000000000000000
blockscolor::<player>::broke::gray_concrete_powder, long, 0000000000000000
blockscolor::<player>::broke::gray_glazed_terracotta, long, 0000000000000000
blockscolor::<player>::broke::gray_shulker_box, long, 0000000000000000
blockscolor::<player>::broke::gray_stained_glass, long, 0000000000000000
blockscolor::<player>::broke::gray_stained_glass_pane, long, 0000000000000000
blockscolor::<player>::broke::gray_terracotta, long, 0000000000000000
blockscolor::<player>::broke::gray_wool, long, 0000000000000000
blockscolor::<player>::broke::green_bed, long, 0000000000000000
blockscolor::<player>::broke::green_candle, long, 0000000000000000
blockscolor::<player>::broke::green_carpet, long, 0000000000000000
blockscolor::<player>::broke::green_concrete, long, 0000000000000000
blockscolor::<player>::broke::green_concrete_powder, long, 0000000000000000
blockscolor::<player>::broke::green_glazed_terracotta, long, 0000000000000000
blockscolor::<player>::broke::green_shulker_box, long, 0000000000000000
blockscolor::<player>::broke::green_stained_glass, long, 0000000000000000
blockscolor::<player>::broke::green_stained_glass_pane, long, 0000000000000000
blockscolor::<player>::broke::green_terracotta, long, 0000000000000000
blockscolor::<player>::broke::green_wool, long, 0000000000000000
blockscolor::<player>::broke::light_blue_bed, long, 0000000000000000
blockscolor::<player>::broke::light_blue_candle, long, 0000000000000000
blockscolor::<player>::broke::light_blue_carpet, long, 0000000000000000
blockscolor::<player>::broke::light_blue_concrete, long, 0000000000000000
blockscolor::<player>::broke::light_blue_concrete_powder, long, 0000000000000000
blockscolor::<player>::broke::light_blue_glazed_terracotta, long, 0000000000000000
